@RELATION data

@ATTRIBUTE CountDeclMethodPrivate NUMERIC
@ATTRIBUTE AvgLineCode NUMERIC
@ATTRIBUTE CountLine NUMERIC
@ATTRIBUTE MaxCyclomatic NUMERIC
@ATTRIBUTE CountDeclMethodDefault NUMERIC
@ATTRIBUTE AvgEssential NUMERIC
@ATTRIBUTE CountDeclClassVariable NUMERIC
@ATTRIBUTE SumCyclomaticStrict NUMERIC
@ATTRIBUTE AvgCyclomatic NUMERIC
@ATTRIBUTE AvgLine NUMERIC
@ATTRIBUTE CountDeclClassMethod NUMERIC
@ATTRIBUTE AvgLineComment NUMERIC
@ATTRIBUTE AvgCyclomaticModified NUMERIC
@ATTRIBUTE CountDeclFunction NUMERIC
@ATTRIBUTE CountLineComment NUMERIC
@ATTRIBUTE CountDeclClass NUMERIC
@ATTRIBUTE CountDeclMethod NUMERIC
@ATTRIBUTE SumCyclomaticModified NUMERIC
@ATTRIBUTE CountLineCodeDecl NUMERIC
@ATTRIBUTE CountDeclMethodProtected NUMERIC
@ATTRIBUTE CountDeclInstanceVariable NUMERIC
@ATTRIBUTE MaxCyclomaticStrict NUMERIC
@ATTRIBUTE CountDeclMethodPublic NUMERIC
@ATTRIBUTE CountLineCodeExe NUMERIC
@ATTRIBUTE SumCyclomatic NUMERIC
@ATTRIBUTE SumEssential NUMERIC
@ATTRIBUTE CountStmtDecl NUMERIC
@ATTRIBUTE CountLineCode NUMERIC
@ATTRIBUTE CountStmtExe NUMERIC
@ATTRIBUTE RatioCommentToCode NUMERIC
@ATTRIBUTE CountLineBlank NUMERIC
@ATTRIBUTE CountStmt NUMERIC
@ATTRIBUTE MaxCyclomaticModified NUMERIC
@ATTRIBUTE CountSemicolon NUMERIC
@ATTRIBUTE AvgLineBlank NUMERIC
@ATTRIBUTE CountDeclInstanceMethod NUMERIC
@ATTRIBUTE AvgCyclomaticStrict NUMERIC
@ATTRIBUTE PercentLackOfCohesion NUMERIC
@ATTRIBUTE MaxInheritanceTree NUMERIC
@ATTRIBUTE CountClassDerived NUMERIC
@ATTRIBUTE CountClassCoupled NUMERIC
@ATTRIBUTE CountClassBase NUMERIC
@ATTRIBUTE CountInput_Max NUMERIC
@ATTRIBUTE CountInput_Mean NUMERIC
@ATTRIBUTE CountInput_Min NUMERIC
@ATTRIBUTE CountOutput_Max NUMERIC
@ATTRIBUTE CountOutput_Mean NUMERIC
@ATTRIBUTE CountOutput_Min NUMERIC
@ATTRIBUTE CountPath_Max NUMERIC
@ATTRIBUTE CountPath_Mean NUMERIC
@ATTRIBUTE CountPath_Min NUMERIC
@ATTRIBUTE MaxNesting_Max NUMERIC
@ATTRIBUTE MaxNesting_Mean NUMERIC
@ATTRIBUTE MaxNesting_Min NUMERIC
@ATTRIBUTE COMM NUMERIC
@ATTRIBUTE ADEV NUMERIC
@ATTRIBUTE DDEV NUMERIC
@ATTRIBUTE Added_lines NUMERIC
@ATTRIBUTE Del_lines NUMERIC
@ATTRIBUTE OWN_LINE NUMERIC
@ATTRIBUTE OWN_COMMIT NUMERIC
@ATTRIBUTE MINOR_COMMIT NUMERIC
@ATTRIBUTE MINOR_LINE NUMERIC
@ATTRIBUTE MAJOR_COMMIT NUMERIC
@ATTRIBUTE MAJOR_LINE NUMERIC
@ATTRIBUTE contains_bug {FALSE,TRUE}
@ATTRIBUTE author_date_unix_timestamp NUMERIC
@ATTRIBUTE project_no NUMERIC
@ATTRIBUTE commit_type NUMERIC

@DATA
2,8,525,11,1,2,8,114,2,9,3,0,2,43,36,2,45,96,102,0,10,19,42,256,106,69,94,429,208,0.08,70,302,11,205,0,42,3,87,1,0,2,4,10,2.82222,0,17,2.82222,0,23,3.11111,0,4,0.6875,0,0,0,0,0,0,0.554286,0,0,3,0,0,TRUE,1e+09,4,3
0,3,146,1,0,1,1,16,1,5,0,1,1,16,44,1,16,16,40,0,7,1,16,22,16,16,29,78,21,0.56,24,50,1,33,0,16,1,83,1,0,2,2,12,2.125,0,8,1.4375,1,1,1,1,0,0,0,0,0,0,0,0,0.541096,0,0,3,0,0,FALSE,1e+09,4,0
0,3,41,1,0,1,0,1,1,4,0,1,1,1,30,1,1,1,5,0,0,1,1,1,1,1,5,8,1,3.75,3,6,1,4,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.585366,0,0,2,0,0,FALSE,1e+09,4,0
0,3,129,1,0,1,1,16,1,3,0,0,1,16,28,2,16,16,39,0,7,1,16,21,16,16,29,77,20,0.36,24,49,1,31,0,16,1,74,1,0,3,2,10,2.9375,0,4,1.5625,1,1,1,1,0,0,0,1,1,1,10,0,0.457364,1,0,4,1,0,FALSE,1e+09,4,0
0,3,67,1,0,1,0,6,1,3,0,0,1,6,17,1,6,6,24,0,3,1,6,9,6,6,18,38,7,0.45,12,25,1,18,0,6,1,61,1,0,4,2,1,1,1,4,1.66667,1,1,1,1,0,0,0,1,1,1,21,0,1,1,0,1,1,0,FALSE,1e+09,4,0
1,3,79,1,0,1,1,8,1,3,0,0,1,8,22,1,8,8,24,0,0,1,7,14,8,8,18,43,10,0.51,14,28,1,19,0,8,1,87,4,0,3,1,3,1,0,3,1.75,0,1,1,1,0,0,0,0,0,0,0,0,0.746835,0,0,2,0,0,FALSE,1e+09,4,0
0,6,116,2,0,1,0,19,2,8,0,1,2,7,38,1,7,13,23,0,0,3,7,24,13,7,16,61,24,0.62,17,40,2,26,0,7,3,0,3,0,3,1,3,2.57143,0,3,2.71429,1,2,1.85714,1,1,0.888889,0,1,1,1,2,2,0.396552,1,0,3,1,2,FALSE,1e+09,4,0
0,14,255,14,0,1,1,32,4,18,0,2,3,8,56,3,8,21,76,0,4,14,8,88,29,8,55,173,49,0.32,28,104,6,81,1,8,4,100,2,0,13,2,12,4.375,0,8,4.375,2,32,6,1,2,1,0,0,0,0,0,0,0.996078,0,0,1,0,1,FALSE,1e+09,4,0
0,3,188,5,0,1,1,33,1,3,1,0,1,26,35,3,28,32,45,1,15,6,27,51,32,28,41,119,42,0.29,34,83,5,51,0,27,1,100,1,0,1,2,19,3.35714,0,6,1.46429,1,5,1.07143,0,2,0.1875,0,1,1,1,83,0,0.468085,1,0,3,1,0,FALSE,1e+09,4,0
1,53,688,58,2,6,1,102,11,62,3,6,8,9,95,1,9,71,181,0,9,59,6,379,99,51,178,549,230,0.17,44,408,44,350,2,6,11,82,1,0,36,2,22,8.33333,0,37,12.1111,1,77,14.3333,1,5,2.41667,0,0,0,0,0,0,0.560408,0,0,3,0,3,TRUE,1e+09,4,3
0,12,43,1,0,1,0,1,1,12,0,0,1,1,21,1,1,1,11,0,0,1,1,10,1,1,11,17,4,1.24,5,15,1,13,0,1,1,0,2,0,2,1,1,1,1,9,9,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,1e+09,4,0
1,3,44,3,0,1,0,7,2,4,1,1,1,3,12,1,5,6,11,0,3,3,4,9,7,5,9,25,6,0.48,7,15,2,11,0,4,2,73,1,0,0,2,4,1.4,0,2,1.2,1,3,1,0,1,0.428571,0,0,0,0,0,0,0.954545,0,0,1,0,1,TRUE,1e+09,4,3
2,9,717,17,1,2,8,180,3,10,3,0,3,53,55,2,55,140,121,0,13,37,52,365,160,91,109,592,296,0.09,86,405,17,264,0,52,3,87,1,0,2,4,16,3.56364,0,17,2.70909,0,512,16.5818,0,4,0.637931,0,0,0,0,0,0,0.896792,0,0,2,0,0,TRUE,1e+09,4,3
4,10,346,13,0,1,1,59,3,12,0,1,2,20,60,1,20,49,71,1,12,17,15,148,51,25,64,244,116,0.25,42,180,11,131,0,20,3,86,1,4,11,2,20,4.75,0,20,5.15,0,82,6.15,1,5,1,0,4,4,3,210,10,0.621387,0.5,0,3,3,1,FALSE,1e+09,4,0
0,7,52,3,0,1,1,4,2,8,0,0,2,2,17,1,2,4,14,0,1,3,2,10,4,2,13,26,6,0.65,9,19,3,14,1,2,2,25,2,0,2,1,3,2.5,2,4,3,2,3,2,1,2,1.5,0,1,1,1,3,7,0.942308,1,0,2,1,0,FALSE,1e+09,4,0
0,3,43,1,1,1,0,2,1,3,0,0,1,2,21,1,2,2,10,0,1,1,1,3,2,2,7,16,3,1.31,6,10,1,7,0,2,1,0,4,0,1,2,2,1.5,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.744186,0,0,2,0,0,FALSE,1e+09,4,0
0,0,17,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,14,5,0.823529,1,0,2,1,0,FALSE,1e+09,4,0
0,6,1501,9,0,0,0,326,1,6,0,0,1,166,89,21,0,326,194,0,0,0,0,1012,326,243,194,1206,913,0.07,226,1107,9,0,0,0,1,0,2,4,0,3,0,0,0,0,0,0,14,2.32335,1,4,0.744681,0,0,0,0,0,0,0.581612,0,0,5,0,1,TRUE,1e+09,4,3
0,17,57,4,0,1,0,4,4,20,0,0,4,1,21,1,1,4,13,0,1,4,1,13,4,1,11,28,9,0.75,8,20,4,15,3,1,4,0,2,0,0,1,2,2,2,5,5,5,5,5,5,1,1,1,0,0,0,0,0,0.701754,0,0,2,0,0,FALSE,1e+09,4,0
0,5,75,2,0,1,1,8,1,5,0,0,1,5,20,1,5,7,22,1,4,3,4,15,7,5,17,44,13,0.45,11,30,2,22,0,5,2,64,2,0,3,2,5,2.2,0,8,2.8,1,2,1.4,1,1,0.571429,0,0,0,0,0,0,0.48,0,0,3,0,2,FALSE,1e+09,4,0
8,18,1000,26,0,2,1,132,4,25,11,5,4,32,213,6,32,113,284,0,5,28,24,430,113,59,261,669,262,0.32,120,523,26,389,2,21,4,88,1,0,48,2,8,3.03125,0,66,7.90625,1,399168,12549,1,5,1.23077,0,3,3,3,16,4,0.536,0.333333,0,2,3,3,TRUE,1e+09,4,3
1,4,141,2,0,1,1,22,1,4,0,0,1,19,25,1,19,20,45,0,7,4,18,31,20,19,32,95,28,0.26,23,60,2,39,0,19,1,85,2,0,3,2,9,2.89474,0,5,1.63158,1,2,1.05263,1,1,0.142857,0,0,0,0,0,0,0.347518,0,0,4,0,0,FALSE,1e+09,4,0
0,4,90,3,0,1,0,11,1,4,0,0,1,8,23,1,8,11,22,1,3,3,7,19,11,8,22,52,15,0.44,15,37,3,25,0,8,1,79,1,1,5,2,3,1.25,0,5,2,0,3,1.375,1,1,0.4,0,0,0,0,0,0,0.788889,0,0,3,0,0,FALSE,1e+09,4,0
5,13,201,10,0,2,0,32,4,25,0,10,4,6,82,1,6,22,33,0,2,19,1,57,22,11,29,102,47,0.8,18,76,10,54,1,6,5,50,2,0,0,1,6,5,4,11,3.66667,1,98,18.3333,2,3,1.875,1,1,1,1,11,9,0.557214,1,0,2,1,0,FALSE,1e+09,4,0
0,3,507,1,0,1,0,65,1,4,0,0,1,65,27,1,65,65,211,0,0,1,65,62,65,65,98,337,58,0.08,143,156,1,90,1,65,1,0,1,0,20,2,4,0.061538,0,2,0.907692,0,1,1,1,0,0,0,1,1,1,507,0,1,1,0,1,1,0,FALSE,1e+09,4,0
0,3,28,1,0,1,0,1,1,4,0,1,1,1,18,1,1,1,4,1,0,1,0,1,1,1,3,7,1,2.57,3,4,1,2,0,1,1,0,4,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,28,0,1,1,0,1,1,0,FALSE,1e+09,4,0
3,16,334,7,0,2,1,37,4,24,0,7,4,9,127,1,9,35,53,2,16,8,4,108,35,15,54,177,86,0.72,30,140,7,106,1,9,4,72,4,0,9,1,21,6.77778,2,17,6.88889,2,20,7.33333,1,2,1.45454,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,1e+09,4,0
0,6,131,3,0,1,0,17,1,6,0,0,1,12,38,1,12,17,22,0,5,3,12,44,17,12,22,81,40,0.47,14,62,3,44,0,12,1,48,1,0,1,1,51,16.0833,0,11,4.33333,1,3,1.41667,1,2,0.642857,0,0,0,0,0,0,0.519084,0,0,2,0,0,FALSE,1e+09,4,0
0,14,89,4,0,1,0,9,3,14,0,0,3,3,17,1,3,9,32,0,1,4,3,27,9,3,26,63,22,0.27,9,48,4,38,0,3,3,33,2,0,9,1,3,2.33333,2,8,4.66667,3,6,3.66667,2,2,1.8,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,1e+09,4,0
1,10,440,10,2,2,2,67,2,12,11,2,2,25,110,1,25,60,105,0,6,11,22,164,60,41,95,294,114,0.37,38,209,10,148,0,14,3,92,1,0,11,1,20,7,2,16,5.44,2,16,2.92,1,3,1.03704,0,3,3,2,22,6,0.302273,0.666667,0,5,2,7,FALSE,1e+09,4,0
1,31,160,8,0,1,1,19,5,35,0,0,5,3,22,1,3,15,56,1,0,10,1,71,15,3,50,118,48,0.19,20,98,8,82,3,3,6,33,4,0,12,1,15,7.33333,3,15,12,7,32,13,2,4,3.2,1,1,1,1,2,0,0.9875,1,0,1,1,1,FALSE,1e+09,4,0
0,8,184,8,0,2,0,33,2,11,0,2,2,11,39,1,11,25,41,0,2,12,11,58,25,20,35,114,41,0.34,31,76,8,50,1,11,3,27,2,0,7,1,5,2.45454,0,12,3.18182,1,12,2.72727,1,5,1.53846,0,2,2,2,7,7,0.961957,0.5,0,1,2,2,FALSE,1e+09,4,0
3,13,856,20,0,1,9,156,3,15,11,1,3,41,114,6,43,116,205,10,32,27,30,434,136,60,197,670,281,0.17,81,478,20,358,0,32,4,100,1,7,23,1,57,9.95349,0,42,5.34884,0,1254,37.7209,0,5,1.18,0,6,6,3,108,36,0.35514,0.5,0,4,3,10,TRUE,1e+09,4,3
0,3,52,1,0,1,1,3,1,3,0,0,1,3,20,1,3,3,16,1,1,1,2,6,3,3,12,25,5,0.8,7,17,1,13,0,3,1,66,2,0,5,2,4,2.66667,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0.615385,0,0,3,0,2,FALSE,1e+09,4,0
0,4,130,2,0,1,1,15,1,4,0,0,1,13,24,1,13,15,44,4,5,2,9,28,15,13,30,86,25,0.28,20,55,2,39,0,13,1,83,1,0,3,2,7,2.53846,0,6,2,1,2,1.15385,1,1,0.266667,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,1e+09,4,0
5,22,994,37,0,1,3,144,5,30,7,4,5,28,139,1,28,136,237,3,2,39,20,469,136,39,239,721,323,0.19,135,562,37,411,3,21,5,85,2,1,36,3,33,4.85714,0,90,10.5357,1,5.16096e+07,1.8443e+06,1,6,1.6,0,4,4,2,17,25,0.209256,0.75,0,6,2,7,TRUE,1e+09,4,3
0,1,37,1,2,1,0,2,1,5,0,4,1,2,29,1,2,2,4,0,0,1,0,0,2,2,4,5,0,5.8,3,4,1,3,0,2,1,0,5,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.864865,0,0,2,0,0,FALSE,1e+09,4,0
0,6,56,3,0,2,0,5,2,6,0,0,2,3,20,1,3,5,15,0,1,3,3,11,5,5,12,30,9,0.67,6,21,3,15,0,3,2,33,2,0,6,1,2,2,2,4,2.33333,1,3,1.66667,1,1,0.6,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,1e+09,4,0
