@RELATION EQ

@ATTRIBUTE CountDeclMethodPrivate NUMERIC
@ATTRIBUTE AvgLineCode NUMERIC
@ATTRIBUTE CountLine NUMERIC
@ATTRIBUTE MaxCyclomatic NUMERIC
@ATTRIBUTE CountDeclMethodDefault NUMERIC
@ATTRIBUTE AvgEssential NUMERIC
@ATTRIBUTE CountDeclClassVariable NUMERIC
@ATTRIBUTE SumCyclomaticStrict NUMERIC
@ATTRIBUTE AvgCyclomatic NUMERIC
@ATTRIBUTE AvgLine NUMERIC
@ATTRIBUTE CountDeclClassMethod NUMERIC
@ATTRIBUTE AvgLineComment NUMERIC
@ATTRIBUTE AvgCyclomaticModified NUMERIC
@ATTRIBUTE CountDeclFunction NUMERIC
@ATTRIBUTE CountLineComment NUMERIC
@ATTRIBUTE CountDeclClass NUMERIC
@ATTRIBUTE CountDeclMethod NUMERIC
@ATTRIBUTE SumCyclomaticModified NUMERIC
@ATTRIBUTE CountLineCodeDecl NUMERIC
@ATTRIBUTE CountDeclMethodProtected NUMERIC
@ATTRIBUTE CountDeclInstanceVariable NUMERIC
@ATTRIBUTE MaxCyclomaticStrict NUMERIC
@ATTRIBUTE CountDeclMethodPublic NUMERIC
@ATTRIBUTE CountLineCodeExe NUMERIC
@ATTRIBUTE SumCyclomatic NUMERIC
@ATTRIBUTE SumEssential NUMERIC
@ATTRIBUTE CountStmtDecl NUMERIC
@ATTRIBUTE CountLineCode NUMERIC
@ATTRIBUTE CountStmtExe NUMERIC
@ATTRIBUTE RatioCommentToCode NUMERIC
@ATTRIBUTE CountLineBlank NUMERIC
@ATTRIBUTE CountStmt NUMERIC
@ATTRIBUTE MaxCyclomaticModified NUMERIC
@ATTRIBUTE CountSemicolon NUMERIC
@ATTRIBUTE AvgLineBlank NUMERIC
@ATTRIBUTE CountDeclInstanceMethod NUMERIC
@ATTRIBUTE AvgCyclomaticStrict NUMERIC
@ATTRIBUTE PercentLackOfCohesion NUMERIC
@ATTRIBUTE MaxInheritanceTree NUMERIC
@ATTRIBUTE CountClassDerived NUMERIC
@ATTRIBUTE CountClassCoupled NUMERIC
@ATTRIBUTE CountClassBase NUMERIC
@ATTRIBUTE CountInput_Max NUMERIC
@ATTRIBUTE CountInput_Mean NUMERIC
@ATTRIBUTE CountInput_Min NUMERIC
@ATTRIBUTE CountOutput_Max NUMERIC
@ATTRIBUTE CountOutput_Mean NUMERIC
@ATTRIBUTE CountOutput_Min NUMERIC
@ATTRIBUTE CountPath_Max NUMERIC
@ATTRIBUTE CountPath_Mean NUMERIC
@ATTRIBUTE CountPath_Min NUMERIC
@ATTRIBUTE MaxNesting_Max NUMERIC
@ATTRIBUTE MaxNesting_Mean NUMERIC
@ATTRIBUTE MaxNesting_Min NUMERIC
@ATTRIBUTE COMM NUMERIC
@ATTRIBUTE ADEV NUMERIC
@ATTRIBUTE DDEV NUMERIC
@ATTRIBUTE Added_lines NUMERIC
@ATTRIBUTE Del_lines NUMERIC
@ATTRIBUTE OWN_LINE NUMERIC
@ATTRIBUTE OWN_COMMIT NUMERIC
@ATTRIBUTE MINOR_COMMIT NUMERIC
@ATTRIBUTE MINOR_LINE NUMERIC
@ATTRIBUTE MAJOR_COMMIT NUMERIC
@ATTRIBUTE MAJOR_LINE NUMERIC
@ATTRIBUTE contains_bug {FALSE,TRUE}
@ATTRIBUTE author_date_unix_timestamp NUMERIC
@ATTRIBUTE project_no NUMERIC
@ATTRIBUTE commit_type NUMERIC

@DATA
0.0,10.0,134.0,10.0,0.0,1.0,0.0,19.0,3.0,13.0,1.0,2.0,3.0,7.0,35.0,1.0,7.0,19.0,21.0,2.0,2.0,10.0,5.0,55.0,19.0,7.0,21.0,84.0,31.0,0.42,15.0,52.0,10.0,34.0,0.0,6.0,3.0,64.0,2.0,0.0,9.0,1.0,3.0,1.571429,1.0,7.0,2.857143,1.0,10.0,2.428571,1.0,2.0,0.777778,0.0,1.0,1.0,1.0,32.0,33.0,0.798507,1.0,0.0,2.0,1.0,1.0,FALSE,1143643192.0,0.0,0.0
0.0,16.0,168.0,8.0,0.0,2.0,0.0,14.0,4.0,27.0,0.0,8.0,4.0,4.0,51.0,1.0,4.0,14.0,26.0,4.0,2.0,8.0,0.0,63.0,14.0,9.0,26.0,97.0,34.0,0.53,20.0,60.0,8.0,46.0,2.0,4.0,4.0,62.0,3.0,0.0,2.0,1.0,3.0,2.0,1.0,14.0,7.25,1.0,8.0,3.5,1.0,4.0,2.5,0.0,2.0,2.0,2.0,47.0,41.0,1.0,0.5,0.0,1.0,2.0,0.0,TRUE,1143712857.0,0.0,3.0
0.0,10.0,177.0,5.0,0.0,2.0,1.0,14.0,2.0,16.0,0.0,5.0,2.0,7.0,54.0,2.0,7.0,14.0,26.0,3.0,3.0,5.0,4.0,67.0,14.0,11.0,26.0,104.0,30.0,0.52,21.0,56.0,5.0,40.0,1.0,7.0,2.0,75.0,2.0,0.0,3.0,2.0,4.0,2.0,0.0,7.0,3.142857,1.0,6.0,2.285714,1.0,4.0,1.4,0.0,1.0,1.0,1.0,56.0,48.0,0.99435,1.0,0.0,1.0,1.0,1.0,FALSE,1143725279.0,0.0,0.0
0.0,9.0,67.0,2.0,0.0,1.0,0.0,3.0,2.0,13.0,0.0,0.0,2.0,2.0,22.0,1.0,2.0,3.0,21.0,1.0,1.0,2.0,1.0,15.0,3.0,2.0,21.0,32.0,7.0,0.69,13.0,28.0,2.0,24.0,3.0,2.0,2.0,50.0,1.0,0.0,4.0,2.0,3.0,2.5,2.0,8.0,6.0,4.0,2.0,1.5,1.0,4.0,1.4,0.0,1.0,1.0,1.0,12.0,11.0,0.820896,1.0,0.0,2.0,1.0,0.0,FALSE,1143725524.0,0.0,0.0
0.0,3.0,45.0,1.0,0.0,1.0,0.0,2.0,1.0,9.0,0.0,5.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,9.0,14.0,2.0,1.93,4.0,11.0,1.0,8.0,0.0,2.0,1.0,50.0,1.0,6.0,0.0,2.0,7.0,6.5,6.0,3.0,2.5,2.0,1.0,1.0,1.0,4.0,0.8,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1143731311.0,0.0,0.0
0.0,5.0,164.0,4.0,0.0,1.0,0.0,12.0,1.0,12.0,0.0,6.0,1.0,9.0,78.0,1.0,9.0,12.0,31.0,3.0,2.0,4.0,6.0,26.0,12.0,9.0,32.0,64.0,19.0,1.22,22.0,51.0,4.0,39.0,0.0,9.0,1.0,61.0,2.0,0.0,3.0,1.0,4.0,1.888889,1.0,10.0,3.444444,1.0,8.0,1.777778,1.0,1.0,0.272727,0.0,1.0,1.0,1.0,27.0,16.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1143731413.0,0.0,0.0
0.0,9.0,84.0,6.0,0.0,2.0,0.0,9.0,3.0,18.0,0.0,8.0,3.0,3.0,40.0,1.0,3.0,8.0,12.0,1.0,0.0,7.0,2.0,16.0,8.0,7.0,14.0,35.0,13.0,1.14,9.0,27.0,6.0,20.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,2.333333,1.0,11.0,5.0,2.0,9.0,3.666667,1.0,3.0,1.8,0.0,1.0,1.0,1.0,14.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1143740479.0,0.0,0.0
0.0,12.0,333.0,8.0,0.0,1.0,0.0,37.0,3.0,23.0,0.0,7.0,3.0,12.0,111.0,1.0,12.0,35.0,62.0,11.0,0.0,8.0,1.0,111.0,35.0,12.0,64.0,180.0,82.0,0.62,42.0,146.0,8.0,114.0,2.0,12.0,3.0,0.0,2.0,0.0,10.0,1.0,9.0,2.75,1.0,18.0,7.75,2.0,48.0,6.25,1.0,3.0,1.5,0.0,1.0,1.0,1.0,77.0,60.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1143740526.0,0.0,0.0
0.0,9.0,157.0,5.0,0.0,1.0,1.0,13.0,2.0,21.0,0.0,9.0,2.0,5.0,65.0,1.0,5.0,12.0,36.0,3.0,2.0,6.0,2.0,33.0,12.0,5.0,39.0,73.0,24.0,0.89,19.0,63.0,5.0,52.0,2.0,5.0,3.0,66.0,2.0,0.0,1.0,1.0,6.0,3.8,2.0,14.0,6.8,3.0,5.0,2.4,1.0,3.0,1.571429,0.0,1.0,1.0,1.0,35.0,27.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144108833.0,0.0,0.0
0.0,5.0,176.0,6.0,0.0,1.0,2.0,16.0,2.0,14.0,0.0,7.0,2.0,9.0,83.0,1.0,9.0,14.0,35.0,3.0,1.0,8.0,6.0,32.0,14.0,9.0,36.0,70.0,21.0,1.19,23.0,57.0,6.0,43.0,1.0,9.0,2.0,81.0,2.0,0.0,0.0,1.0,8.0,2.444444,1.0,10.0,3.111111,1.0,8.0,1.777778,1.0,2.0,0.545455,0.0,1.0,1.0,1.0,38.0,24.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144108911.0,0.0,0.0
0.0,10.0,144.0,7.0,0.0,3.0,0.0,16.0,3.0,22.0,0.0,10.0,3.0,5.0,66.0,1.0,5.0,14.0,22.0,4.0,0.0,8.0,1.0,35.0,14.0,13.0,24.0,64.0,21.0,1.03,14.0,45.0,7.0,33.0,1.0,5.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,2.6,2.0,13.0,6.4,2.0,7.0,2.8,1.0,4.0,2.142857,0.0,1.0,1.0,1.0,34.0,20.0,0.986111,1.0,0.0,1.0,1.0,1.0,FALSE,1144109030.0,0.0,0.0
0.0,4.0,124.0,3.0,0.0,1.0,0.0,9.0,1.0,11.0,0.0,6.0,1.0,7.0,59.0,1.0,7.0,9.0,26.0,2.0,2.0,3.0,5.0,18.0,9.0,7.0,27.0,50.0,14.0,1.18,15.0,41.0,3.0,32.0,0.0,7.0,1.0,64.0,2.0,0.0,0.0,1.0,3.0,1.714286,1.0,9.0,3.571429,1.0,4.0,1.428571,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,21.0,14.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144171182.0,0.0,0.0
0.0,6.0,124.0,5.0,0.0,1.0,0.0,12.0,2.0,14.0,0.0,7.0,2.0,6.0,58.0,1.0,6.0,11.0,21.0,2.0,2.0,6.0,4.0,21.0,11.0,6.0,23.0,51.0,17.0,1.14,15.0,40.0,5.0,30.0,1.0,6.0,2.0,41.0,1.0,1.0,0.0,2.0,7.0,4.0,2.0,9.0,4.333333,2.0,7.0,2.166667,1.0,2.0,0.875,0.0,1.0,1.0,1.0,24.0,19.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144190045.0,0.0,0.0
0.0,1.0,41.0,1.0,2.0,1.0,0.0,2.0,1.0,7.0,0.0,6.0,1.0,2.0,28.0,1.0,2.0,2.0,7.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,8.0,0.0,3.5,5.0,7.0,1.0,6.0,0.0,2.0,1.0,100.0,0.0,4.0,0.0,0.0,10.0,8.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144190049.0,0.0,0.0
0.0,7.0,138.0,4.0,0.0,1.0,1.0,13.0,2.0,17.0,0.0,9.0,2.0,6.0,70.0,1.0,6.0,12.0,23.0,5.0,0.0,5.0,1.0,27.0,12.0,6.0,25.0,53.0,17.0,1.32,15.0,42.0,4.0,32.0,1.0,6.0,2.0,66.0,2.0,1.0,0.0,1.0,3.0,2.333333,1.0,12.0,4.666667,1.0,5.0,2.166667,1.0,2.0,1.0,0.0,1.0,1.0,1.0,25.0,16.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144332834.0,0.0,0.0
0.0,3.0,81.0,2.0,0.0,1.0,0.0,6.0,1.0,10.0,0.0,6.0,1.0,5.0,47.0,1.0,5.0,6.0,12.0,3.0,1.0,2.0,2.0,7.0,6.0,5.0,13.0,24.0,6.0,1.96,10.0,19.0,2.0,14.0,0.0,5.0,1.0,40.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,6.0,3.0,1.0,2.0,1.2,1.0,1.0,0.428571,0.0,1.0,1.0,1.0,11.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144333754.0,0.0,0.0
0.0,3.0,55.0,1.0,0.0,1.0,0.0,3.0,1.0,9.0,0.0,6.0,1.0,3.0,36.0,1.0,3.0,3.0,7.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,14.0,3.0,2.57,5.0,10.0,1.0,6.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,1.333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144367076.0,0.0,0.0
0.0,8.0,72.0,2.0,0.0,1.0,0.0,8.0,2.0,16.0,0.0,7.0,2.0,3.0,39.0,1.0,3.0,5.0,11.0,2.0,0.0,5.0,1.0,16.0,5.0,3.0,11.0,27.0,10.0,1.44,6.0,21.0,2.0,15.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,1.666667,1.0,5.0,3.666667,2.0,2.0,1.666667,1.0,1.0,0.8,0.0,2.0,2.0,2.0,10.0,7.0,1.0,0.5,0.0,1.0,2.0,0.0,TRUE,1144455156.0,0.0,3.0
0.0,9.0,78.0,2.0,0.0,1.0,0.0,6.0,2.0,18.0,0.0,10.0,2.0,3.0,47.0,1.0,3.0,5.0,11.0,2.0,0.0,3.0,1.0,19.0,5.0,3.0,11.0,30.0,13.0,1.57,6.0,24.0,2.0,18.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,1.666667,1.0,1.0,0.8,0.0,2.0,2.0,2.0,18.0,12.0,1.0,0.5,0.0,1.0,2.0,0.0,TRUE,1144632979.0,0.0,3.0
0.0,4.0,78.0,3.0,0.0,1.0,0.0,6.0,2.0,12.0,0.0,7.0,2.0,4.0,45.0,1.0,4.0,6.0,11.0,3.0,0.0,3.0,1.0,9.0,6.0,4.0,12.0,23.0,6.0,1.96,10.0,18.0,3.0,14.0,1.0,4.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,1.75,1.0,8.0,3.0,1.0,3.0,1.5,1.0,2.0,1.0,0.0,1.0,1.0,1.0,11.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144634478.0,0.0,0.0
0.0,6.0,262.0,7.0,0.0,1.0,0.0,38.0,2.0,11.0,0.0,4.0,2.0,18.0,103.0,1.0,18.0,38.0,41.0,0.0,2.0,7.0,18.0,73.0,38.0,18.0,50.0,137.0,62.0,0.75,23.0,112.0,7.0,80.0,0.0,18.0,2.0,61.0,1.0,0.0,0.0,2.0,3.0,2.277778,1.0,11.0,3.833333,0.0,7.0,2.111111,1.0,2.0,0.904762,0.0,2.0,2.0,2.0,37.0,20.0,0.992366,0.5,0.0,1.0,2.0,2.0,TRUE,1144769764.0,0.0,3.0
1.0,5.0,249.0,2.0,0.0,1.0,1.0,36.0,2.0,10.0,18.0,4.0,2.0,19.0,109.0,1.0,19.0,36.0,29.0,0.0,0.0,2.0,18.0,52.0,36.0,19.0,29.0,118.0,52.0,0.92,22.0,81.0,2.0,44.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,18.0,3.631579,0.0,2.0,1.052632,1.0,2.0,1.894737,1.0,1.0,0.904762,0.0,1.0,1.0,1.0,27.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144848857.0,0.0,0.0
0.0,1.0,131.0,1.0,17.0,1.0,0.0,17.0,1.0,5.0,0.0,4.0,1.0,17.0,84.0,1.0,17.0,17.0,26.0,0.0,0.0,1.0,0.0,0.0,17.0,17.0,26.0,27.0,0.0,3.11,20.0,26.0,1.0,25.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.058824,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,25.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144857702.0,0.0,0.0
1.0,16.0,367.0,9.0,0.0,1.0,2.0,57.0,4.0,23.0,2.0,4.0,4.0,13.0,74.0,2.0,13.0,52.0,71.0,0.0,5.0,11.0,12.0,157.0,52.0,19.0,76.0,244.0,112.0,0.3,50.0,188.0,9.0,138.0,2.0,11.0,4.0,84.0,1.0,0.0,0.0,2.0,6.0,3.538462,1.0,18.0,7.307692,1.0,25.0,7.384615,1.0,4.0,1.75,0.0,2.0,2.0,2.0,92.0,74.0,0.411444,0.5,0.0,3.0,2.0,2.0,FALSE,1144927106.0,0.0,0.0
1.0,2.0,61.0,1.0,0.0,1.0,3.0,6.0,1.0,2.0,5.0,0.0,1.0,6.0,16.0,1.0,6.0,6.0,22.0,0.0,0.0,1.0,5.0,8.0,6.0,6.0,22.0,34.0,5.0,0.47,11.0,27.0,1.0,20.0,0.0,1.0,1.0,100.0,1.0,0.0,7.0,1.0,4.0,3.0,0.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,0.333333,0.0,1.0,1.0,1.0,20.0,24.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1144936447.0,0.0,0.0
1.0,3.0,129.0,2.0,0.0,1.0,0.0,21.0,1.0,4.0,15.0,0.0,1.0,16.0,27.0,1.0,16.0,19.0,36.0,0.0,0.0,3.0,15.0,25.0,19.0,16.0,37.0,79.0,21.0,0.34,23.0,58.0,2.0,39.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0,1.0,4.0,3.0,0.0,6.0,3.875,1.0,2.0,1.1875,1.0,1.0,0.277778,0.0,2.0,2.0,2.0,54.0,52.0,0.992248,0.5,0.0,1.0,2.0,1.0,TRUE,1144936610.0,0.0,3.0
1.0,11.0,57.0,5.0,0.0,3.0,0.0,7.0,3.0,12.0,1.0,0.0,3.0,2.0,22.0,1.0,2.0,6.0,10.0,0.0,0.0,6.0,1.0,14.0,6.0,6.0,10.0,28.0,10.0,0.79,7.0,20.0,5.0,13.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,8.0,4.5,1.0,6.0,3.5,1.0,3.0,2.25,0.0,1.0,1.0,1.0,11.0,10.0,0.807018,1.0,0.0,2.0,1.0,0.0,FALSE,1144965095.0,0.0,0.0
